Site	Left	Right	Strand	Genes of transcription unit	Object ID
TU0-2501	1330980	1333645	+	EG11013	TU0-2501
TU0-2502	1330883	1333645	+	EG11013	TU0-2502
TU0-2503	1330848	1333645	+	EG11013	TU0-2503
TU0-2504	1330818	1333645	+	EG11013	TU0-2504
TU0-2505	1330789	1333645	+	EG11013	TU0-2505
TU0-2521	841648	841531	-	G6414	TU0-2521
TU0-2562	3151390	3151243	-	EG10272	TU0-2562
TU0-2581	1161647	1161551	-	EG10306	TU0-2581
TU0-2603	3880150	3880119	-	EG10424	TU0-2603
TU0-2621	1764418	1764386	-	G6905 // G6906 // G6907 // G6908 // G6909 // EG11378	TU0-2621
TU0-2644	2313084	2313176	+	EG30063	TU0-2644
TU0-2649	1544124	1544060	-	EG12153	TU0-2649
TU0-2661	1544163	1544060	-	EG12153	TU0-2661
TU0-2701	2071317	2074658	+	G0-8905 // G7080	TU0-2701
TU0-2706	4128558	4128395	-	EG10588	TU0-2706
TU0-2707	4128529	4128395	-	EG10588	TU0-2707
TU0-2708	4128466	4128395	-	EG10588	TU0-2708
TU0-2741	2552241	2554124	+	EG12189 // EG11823	TU0-2741
TU0-2742	2553205	2554124	+	EG12189	TU0-2742
TU0-3	4105686	4105670	-	EG10163 // EG10020	TU0-3
TU0-3101	2483448	2483339	-	EG13283 // G7233	TU0-3101
TU0-3102	3965647	3966136	+	EG11031	TU0-3102
TU0-3103	3965687	3966136	+	EG11031	TU0-3103
TU0-3104	2718675	2719154	+	EG11887	TU0-3104
TU0-3122	511411	511379	-	G6260	TU0-3122
TU0-3123	511573	513868	+	G6262 // G6261	TU0-3123
TU0-3124	137045	138633	+	EG12318	TU0-3124
TU0-3141	3469896	3469853	-	EG11237	TU0-3141
TU0-3145	3000257	3003968	+	G7486 // G7487 // G7485	TU0-3145
TU0-3161	771202	774181	+	EG10174 // EG10173	TU0-3161
TU0-3162	771213	774181	+	EG10174 // EG10173	TU0-3162
TU0-3163	771368	774181	+	EG10174 // EG10173	TU0-3163
TU0-3202	3039822	3040376	+	EG12697	TU0-3202
TU0-3301	3881841	3881221	-	EG10828	TU0-3301
TU0-3302	3881861	3881221	-	EG10828	TU0-3302
TU0-3304	1801346	1800638	-	EG10506	TU0-3304
TU0-3305	1800818	1800638	-	EG10881 // EG11231 // EG10506	TU0-3305
TU0-3341	3219458	3220873	+	G7596	TU0-3341
TU0-3364	4166484	4171962	+	EG30071 // EG30078 // EG30032 // EG30085	TU0-3364
TU0-3382	787632	787595	-	EG11699	TU0-3382
TU0-3401	3581016	3581016	-	G0-8872	TU0-3401
TU0-3403	2800590	2799994	-	EG12201	TU0-3403
TU0-3421	2495578	2496565	+	G7241	TU0-3421
TU0-3422	493709	495010	+	EG10834 // EG11100	TU0-3422
TU0-3423	2753486	2753946	+	EG10952	TU0-3423
TU0-3424	4390638	4390360	-	G7840 // EG10775	TU0-3424
TU0-3425	3204175	3204131	-	EG11665	TU0-3425
TU0-3426	396553	398966	+	G6227 // EG10928	TU0-3426
TU0-3463	1923385	1923207	-	G0-8883 // G7011	TU0-3463
TU0-3464	1890561	1890532	-	G6990	TU0-3464
TU0-3465	4112869	4113721	+	EG11877 // EG11876	TU0-3465
TU0-3481	2456999	2456812	-	G7211	TU0-3481
TU0-3484	2551243	2551216	-	G7266 // G7267	TU0-3484
TU0-3501	3384602	3385173	+	EG10070	TU0-3501
TU0-3561	2058027	2058102	-	G7069	TU0-3561
TU0-3581	2427849	2427791	-	EG10452 // EG10007 // EG12125 // EG12124 // EG10072	TU0-3581
TU0-3602	348646	354592	+	G6200 // G6199 // G6198 // G6196	TU0-3602
TU0-3621	1866815	1870238	+	G6970 // G6969	TU0-3621
TU0-3622	3418972	3423194	+	EG12837 // EG12836 // EG12835 // EG12834	TU0-3622
TU0-3623	1563107	1563076	-	G6777 // G6778 // G6779 // G6780 // G6781 // G6782	TU0-3623
TU0-36398	188655	188650	-	EG11411	TU0-36398
TU0-36399	2687070	2688803	-	EG10384 // EG11285	TU0-36399
TU0-36402	4605752	4605663	-	G7949	TU0-36402
TU0-36403	2315975	2316827	+	EG10821	TU0-36403
TU0-36404	3897506	3898609	+	EG11727 // EG11726	TU0-36404
TU0-36408	1316092	1316035	-	EG11127	TU0-36408
TU0-36411	1315396	1315224	-	EG11125	TU0-36411
TU0-36412	159391	159126	-	EG11374 // EG10690	TU0-36412
TU0-36413	2407561	2409461	+	G7185 // G7184	TU0-36413
TU0-36414	2815065	2814733	-	EG12712	TU0-36414
TU0-36417	3568392	3568033	-	EG10380 // EG10377	TU0-36417
TU0-36418	3910542	3910398	-	EG10735 // EG10783 // EG10782 // EG10784	TU0-36418
TU0-36419	3908556	3908366	-	EG10735 // EG10783	TU0-36419
TU0-36420	3907665	3907578	-	EG10735	TU0-36420
TU0-36422	1610720	1610680	-	EG11065	TU0-36422
TU0-36423	3055759	3056283	+	EG30099	TU0-36423
TU0-36424	3055974	3056283	+	EG30099	TU0-36424
TU0-36425	1212123	1212003	-	G6600	TU0-36425
TU0-36426	3471583	3471329	-	EG11036	TU0-36426
TU0-36427	368536	368420	-	EG10525 // G6201	TU0-36427
TU0-36430	3340211	3344669	+	EG11680 // G7665 // G7664 // G7663 // G7662 // EG12802	TU0-36430
TU0-36431	3342010	3344669	+	EG11680 // G7665 // G7664 // G7663	TU0-36431
TU0-36432	3341719	3344669	+	EG11680 // G7665 // G7664 // G7663	TU0-36432
TU0-36433	3343299	3344669	+	EG11680 // G7665	TU0-36433
TU0-36435	4235872	4239730	+	EG11926 // EG11925 // EG11924 // EG11923	TU0-36435
TU0-36438	3658054	3658054	-	G0-10694	TU0-36438
	1511654	1517002	+		
TU0-36440	4256502	4256466	-	EG10740	TU0-36440
TU0-36442	4256457	4257005	+	EG10224	TU0-36442
TU0-36443	1063828	1063775	-	EG12194 // EG12193	TU0-36443
TU0-3645	1074026	1074011	-	G6523 // G6522 // G6521 // G6520 // G6519 // G6518 // G6517	TU0-3645
TU0-3721	4287595	4287371	-	EG11942 // EG11943 // EG11448	TU0-3721
TU0-3723	4287391	4287371	-	EG11942 // EG11943 // EG11448	TU0-3723
TU0-3741	4128636	4132456	+	EG10590 // EG10582	TU0-3741
TU0-3841	63358	63264	-	EG12609 // EG11083	TU0-3841
TU0-3862	17317	19620	+	EG11078 // EG10652	TU0-3862
TU0-3882	4330407	4332004	+	EG11612	TU0-3882
TU0-3901	1556046	1555963	-	EG11508	TU0-3901
TU0-3941	102742	103985	+	EG10342	TU0-3941
TU0-3963	622192	622189	-	EG10295 // EG10298 // EG10296	TU0-3963
TU0-3982	2665401	2666715	+	G7329	TU0-3982
TU0-4	3101640	3101623	-	EG12705	TU0-4
TU0-4001	2788927	2795653	+	EG11330 // EG10361 // EG11329 // EG12387 // G7394	TU0-4001
TU0-4021	1346843	1346742	-	G6639	TU0-4021
TU0-4141	3038834	3038822	-	EG11070	TU0-4141
TU0-4143	1109257	1113560	+	EG11886 // EG11885	TU0-4143
TU0-4146	200455	203348	+	EG10545 // EG11284 // EG10316 // EG10455	TU0-4146
TU0-4161	2599014	2598865	-	EG10658	TU0-4161
TU0-41656	1117901	1118476	-	EG11820	TU0-41656
TU0-41673	1169019	1169330	+	G6570	TU0-41673
TU0-41681	1189940	1189776	-	EG10732	TU0-41681
TU0-41739	1389870	1390598	-	G6662	TU0-41739
TU0-41760	1440846	1440784	-	G6700 // G6701	TU0-41760
	1511654	1517002	+		
TU0-41793	1568954	1570489	-	G6786	TU0-41793
TU0-41795	1582554	1582524	-	G6787 // G6788	TU0-41795
TU0-41801	1624559	1624497	-	EG11644	TU0-41801
TU0-4181	3793939	3798207	+	EG11424 // EG11189 // EG12210 // EG10838	TU0-4181
TU0-4182	3793896	3798207	+	EG11424 // EG11189 // EG12210 // EG10838	TU0-4182
TU0-4183	3793970	3798207	+	EG11424 // EG11189 // EG12210 // EG10838	TU0-4183
TU0-4184	200960	201996	+	EG10316	TU0-4184
TU0-41842	1805325	1806083	-	G6928	TU0-41842
TU0-41857	1862464	1862429	-	EG12394	TU0-41857
TU0-4187	1889807	1889746	-	G0-9384 // EG11530	TU0-4187
TU0-4189	3101798	3101623	-	EG12705	TU0-4189
TU0-41901	1996897	1996832	-	EG10935	TU0-41901
TU0-4191	3101744	3101623	-	EG12705	TU0-4191
TU0-4192	3201104	3201827	+	EG12434	TU0-4192
TU0-4201	1263676	1266927	+	EG12424 // EG10761 // EG10427	TU0-4201
TU0-4202	1263583	1264970	+	EG10427	TU0-4202
TU0-4204	197821	200360	+	G6093	TU0-4204
TU0-4205	3247643	3248822	+	G7610 // G7609	TU0-4205
TU0-42202	3377815	3378207	-	EG10908	TU0-42202
TU0-4221	2736006	2736883	+	G7352	TU0-4221
TU0-4222	196470	197898	+	EG12436	TU0-4222
TU0-42252	3575721	3577061	-	EG12631	TU0-42252
TU0-4242	3112899	3113049	-	G7537	TU0-4242
TU0-42448	1344510	1344346	-	G6638	TU0-42448
TU0-42449	2562053	2563117	+	G7277 // G7276	TU0-42449
TU0-42451	1986148	1986128	-	EG10059 // EG10058 // EG10057	TU0-42451
TU0-42452	2622977	2626656	+	EG11403 // EG11510	TU0-42452
TU0-42454	583656	584430	+	EG10050	TU0-42454
TU0-42455	3785187	3789060	+	EG12298 // EG12297 // EG12296	TU0-42455
TU0-42456	2819373	2819146	-	EG11447	TU0-42456
TU0-42457	2819370	2819146	-	EG11447	TU0-42457
TU0-42458	2819198	2819146	-	EG11447	TU0-42458
TU0-42459	2819189	2819146	-	EG11447	TU0-42459
TU0-42460	853064	853064	-	G0-8881 // G0-10715	TU0-42460
TU0-42461	1482904	1482860	-	G6731	TU0-42461
TU0-42462	1563201	1563076	-	G6777 // G6778 // G6779 // G6780 // G6781 // G6782	TU0-42462
TU0-42463	1563249	1563076	-	G6777 // G6778 // G6779 // G6780 // G6781 // G6782	TU0-42463
TU0-42465	1996917	1996832	-	EG10935	TU0-42465
TU0-42466	1996867	1996832	-	EG10935	TU0-42466
TU0-42467	1996857	1996832	-	EG10935	TU0-42467
TU0-42468	3869377	3870441	+	EG11714	TU0-42468
TU0-42470	3825210	3827291	+	EG10829	TU0-42470
TU0-42471	4223505	4227511	+	EG10587	TU0-42471
TU0-42472	2719931	2722613	+	G7350	TU0-42472
TU0-42474	2053566	2054959	+	G7067	TU0-42474
TU0-42475	84154	85312	+	EG10531	TU0-42475
TU0-42477	84304	85312	+	EG10531	TU0-42477
TU0-42478	84024	83708	-	EG11575 // EG11576 // EG11577 // EG11226 // EG11280	TU0-42478
TU0-42479	3923057	3923680	-	EG10376	TU0-42479
TU0-42480	1862240	1863766	+	EG10367	TU0-42480
TU0-42481	1862247	1863766	+	EG10367	TU0-42481
TU0-42482	1686654	1686588	-	EG10358	TU0-42482
TU0-42483	1015657	1015924	+	EG50004	TU0-42483
TU0-42484	4019978	4020229	+	G0-10737	TU0-42484
TU0-42486	148	310	+	EG11277	TU0-42486
TU0-42491	4591367	4591279	-	G7942	TU0-42491
TU0-42492	3712043	3712007	-	EG12268	TU0-42492
TU0-42493	1638712	1638667	-	G6825	TU0-42493
TU0-42495	3336833	3336803	-	EG11358 // G7657	TU0-42495
TU0-42497	160751	160604	-	EG11362 // EG10230	TU0-42497
TU0-42498	3789047	3790081	-	EG11266	TU0-42498
TU0-42499	1688440	1688377	-	EG10358 // EG10356	TU0-42499
TU0-42501	1215506	1215475	-	G6603	TU0-42501
TU0-42503	2755586	2755955	+	EG30100	TU0-42503
TU0-42504	2518407	2519205	+	EG11432 // EG11431	TU0-42504
TU0-42508	83735	83708	-	EG11280	TU0-42508
TU0-42509	758586	762966	+	EG10980 // EG10979	TU0-42509
TU0-42510	1323108	1323082	-	EG11274	TU0-42510
TU0-42511	2089965	2090140	+	EG11269	TU0-42511
TU0-42512	3577645	3577592	-	EG12629	TU0-42512
TU0-42513	3853023	3852988	-	EG11275	TU0-42513
TU0-42514	3888411	3888509	+	EG11276	TU0-42514
TU0-42515	3906697	3906567	-	EG10116	TU0-42515
TU0-42516	3950218	3950471	+	EG11270	TU0-42516
TU0-42517	3950290	3950471	+	EG11270	TU0-42517
TU0-42518	3966162	3966876	+	EG12428	TU0-42518
TU0-42519	4021909	4023537	+	EG11479 // G7808 // G7806	TU0-42519
TU0-42524	1392072	1391853	-	G6662 // G0-10446 // G0-10645 // G6663	TU0-42524
TU0-42525	192814	193498	+	EG10335	TU0-42525
TU0-42526	1880800	1880759	-	G6984	TU0-42526
TU0-42529	3648063	3648144	+	G0-10751	TU0-42529
TU0-42530	3648294	3648375	+	G0-10752	TU0-42530
TU0-42532	1064037	1063775	-	EG12194 // EG12193	TU0-42532
TU0-42533	1063919	1063775	-	EG12194 // EG12193	TU0-42533
TU0-42534	1726021	1728244	+	G6891 // G6890 // G6889	TU0-42534
TU0-42535	1511599	1517002	+	G6755 // G6754 // G6753 // G6752 // G6751	TU0-42535
TU0-42537	1151575	1151887	+	EG50003	TU0-42537
TU0-42538	1151939	1153180	+	EG12606	TU0-42538
TU0-42540	1440831	1440784	-	G6700 // G6701	TU0-42540
TU0-42543	3373620	3373576	-	EG10637	TU0-42543
TU0-42544	4539928	4539501	-	G7919 // G7920 // G7921	TU0-42544
TU0-42545	4352549	4353081	+	G0-10472 // G7830	TU0-42545
TU0-42547	1447349	1447283	-	G6706	TU0-42547
TU0-42548	1447309	1447283	-	G6706	TU0-42548
TU0-42549	1447394	1447283	-	G6706	TU0-42549
TU0-42551	1447370	1449063	+	G7961	TU0-42551
TU0-42552	1451498	1451349	-	EG13139	TU0-42552
TU0-42558	3018950	3020522	+	G7498	TU0-42558
TU0-42559	2599806	2600478	+	EG11149	TU0-42559
TU0-42560	3380698	3382178	+	G7682	TU0-42560
TU0-42561	3382173	3383316	+	EG11652	TU0-42561
TU0-42564	3906717	3906567	-	EG10116	TU0-42564
TU0-42565	2278397	2278237	-	EG12042	TU0-42565
TU0-42566	2269811	2270545	+	G7147	TU0-42566
	4366951	4366773	-		
TU0-42568	406355	408105	+	EG10083 // EG11093 // EG10082	TU0-42568
TU0-42569	957579	958741	+	EG10946	TU0-42569
TU0-42571	2982208	2982182	-	EG11157 // EG10056	TU0-42571
TU0-42572	1413556	1413734	+	G0-16600	TU0-42572
TU0-42573	1340186	1341727	+	EG12691 // G6637	TU0-42573
TU0-42576	1958747	1958520	-	G0-16601	TU0-42576
TU0-42577	2716506	2716449	-	EG11784	TU0-42577
TU0-42578	792081	792055	-	EG10362	TU0-42578
TU0-42580	792086	792055	-	EG10362	TU0-42580
TU0-42581	792081	792055	-	EG10366 // EG10362	TU0-42581
TU0-42582	792086	792055	-	EG10366 // EG10362	TU0-42582
TU0-42583	792081	792055	-	EG10363 // EG10366 // EG10362	TU0-42583
TU0-42584	792086	792055	-	EG10363 // EG10366 // EG10362	TU0-42584
TU0-42588	790463	789979	-	EG10363	TU0-42588
TU0-42589	2913700	2913651	-	EG10835	TU0-42589
TU0-42590	2914318	2913651	-	EG10835	TU0-42590
TU0-42592	1958986	1958520	-	G0-16601	TU0-42592
TU0-42593	1216369	1216635	+	G6606	TU0-42593
TU0-42594	684530	687747	-	EG12663 // EG12662 // EG12661 // G0-9383 // G6359	TU0-42594
TU0-42595	2193758	2196366	+	EG10586	TU0-42595
TU0-42596	3785195	3785015	-	EG12294 // EG12295 // EG20091 // EG10937	TU0-42596
TU0-42599	2840942	2842414	+	EG10085	TU0-42599
TU0-42600	146754	146694	-	EG11747	TU0-42600
TU0-42602	208326	209580	+	EG11647	TU0-42602
TU0-42603	3405172	3407302	+	EG10276 // EG10275	TU0-42603
TU0-42604	1351121	1351039	-	EG11528	TU0-42604
TU0-42605	454210	454167	-	EG12183 // EG12182	TU0-42605
TU0-42608	2797085	2797028	-	G7395 // G7396	TU0-42608
TU0-42612	3246618	3247428	+	EG12739	TU0-42612
TU0-42614	2966121	2966037	-	EG12128	TU0-42614
TU0-42616	2965254	2965155	-	EG11002	TU0-42616
TU0-42620	1996880	1997057	+	G0-10699	TU0-42620
TU0-42622	1996893	1996832	-	EG10935	TU0-42622
TU0-42626	1996910	1996832	-	EG10935	TU0-42626
TU0-42628	3333516	3333451	-	G7656 // EG11499 // EG50002 // EG50001	TU0-42628
TU0-42630	1996921	1997057	+	G0-10699	TU0-42630
TU0-42636	2710393	2710164	-	G0-16690 // G7347 // G7348 // EG12341 // EG11897	TU0-42636
TU0-42638	2710339	2710164	-	G0-16690 // G7347 // G7348 // EG12341 // EG11897	TU0-42638
TU0-42640	2710230	2710164	-	G0-16690 // G7347 // G7348 // EG12341 // EG11897	TU0-42640
TU0-42642	2710165	2710012	-	G7347 // G7348 // EG12341 // EG11897	TU0-42642
TU0-42650	913845	913814	-	EG10754 // G6456 // G6457	TU0-42650
TU0-42652	4606079	4606165	-	EG30051	TU0-42652
TU0-42656	84298	85312	+	EG10531	TU0-42656
TU0-42660	926043	925971	-	EG30096	TU0-42660
TU0-42662	925884	926443	-	EG30096 // EG10504	TU0-42662
TU0-42664	1105201	1107776	+	G6551 // G6550 // G6549	TU0-42664
TU0-42666	1105803	1106353	+	G6550	TU0-42666
TU0-42668	1105201	1106353	+	G6550 // G6549	TU0-42668
TU0-42672	3340132	3340065	-	G7658 // G7659 // EG12799 // EG12800 // EG12801	TU0-42672
TU0-42674	3340102	3340065	-	G7658 // G7659 // EG12799 // EG12800 // EG12801	TU0-42674
TU0-42682	4074641	4075454	+	EG11849	TU0-42682
TU0-42684	4156850	4158223	+	EG11223	TU0-42684
TU0-42686	4073596	4073571	-	EG11845 // EG11846 // EG11847	TU0-42686
TU0-42688	4073606	4073571	-	EG11845 // EG11846 // EG11847	TU0-42688
TU0-42689	4073634	4073571	-	EG11845 // EG11846 // EG11847	TU0-42689
TU0-42690	4073663	4073571	-	EG11845 // EG11846 // EG11847	TU0-42690
TU0-42694	1774571	1775444	+	EG10076	TU0-42694
TU0-42695	1104236	1104902	+	EG11489	TU0-42695
TU0-42696	943957	944896	+	EG10234	TU0-42696
TU0-42697	2933223	2933013	-	EG10351	TU0-42697
TU0-42698	2938837	2939310	+	EG10355	TU0-42698
TU0-42699	3272820	3272751	-	EG11176	TU0-42699
TU0-42700	2351124	2351011	-	EG10399	TU0-42700
TU0-4284	57156	57109	-	EG11569	TU0-4284
TU0-4285	57241	57109	-	EG11569	TU0-4285
TU0-4287	57336	57109	-	EG10691 // EG10985 // EG11569	TU0-4287
TU0-4288	4223652	4223628	-	EG10491	TU0-4288
TU0-4343	107705	111433	+	EG10626 // EG10936 // EG11087	TU0-4343
TU0-4401	384059	384616	-	G6216	TU0-4401
TU0-4403	1309016	1310269	-	EG11606	TU0-4403
TU0-4404	1359373	1359341	-	G0-16737 // G6643	TU0-4404
TU0-4405	2691123	2691098	-	G7345	TU0-4405
TU0-44193	1793583	1793558	-	EG10128	TU0-44193
TU0-44194	1700840	1702129	+	EG10564	TU0-44194
TU0-44195	403231	403601	+	EG11401	TU0-44195
TU0-44196	539041	540508	+	G6281	TU0-44196
TU0-44197	538986	540508	+	G6281	TU0-44197
TU0-44198	538944	540508	+	G6281	TU0-44198
TU0-44199	3504043	3504783	+	G7727	TU0-44199
TU0-44200	3504033	3504783	+	G7727	TU0-44200
TU0-44201	1052004	1052240	+	G0-9662	TU0-44201
TU0-44202	1051999	1052240	+	G0-9662	TU0-44202
TU0-44203	767825	770611	+	EG13236	TU0-44203
TU0-44204	767795	770611	+	EG13236	TU0-44204
TU0-44205	1460801	1462098	+	G6718	TU0-44205
TU0-44206	1460771	1462098	+	G6718	TU0-44206
TU0-44207	1460644	1462098	+	G6718	TU0-44207
TU0-44208	4505266	4506405	+	G7901	TU0-44208
TU0-44209	4505260	4506405	+	G7901	TU0-44209
TU0-4421	703840	705965	+	EG10635	TU0-4421
TU0-44210	2524251	2523985	-	EG13159	TU0-44210
TU0-44211	2524303	2523985	-	EG13159	TU0-44211
TU0-44212	2524375	2523985	-	EG13159	TU0-44212
TU0-44213	1794124	1794109	-	EG10129	TU0-44213
TU0-44214	1794129	1794109	-	EG10129	TU0-44214
TU0-44215	135717	135582	-	EG10962	TU0-44215
TU0-44217	136504	136464	-	EG10963	TU0-44217
TU0-44218	407400	408105	+	EG10083	TU0-44218
TU0-44219	2268826	2269567	+	G7146	TU0-44219
TU0-44220	745904	746726	+	G6383	TU0-44220
TU0-44221	3850294	3850136	-	EG11052	TU0-44221
TU0-44222	85467	85511	-	G0-16721	TU0-44222
TU0-44223	2887353	2887408	+	G0-10695	TU0-44223
TU0-44224	3965650	3966136	+	EG11031	TU0-44224
TU0-44225	3316027	3316014	-	EG10505	TU0-44225
TU0-44226	3317602	3317526	-	EG10505 // EG10665	TU0-44226
TU0-4441	2832439	2835045	+	EG12450 // G7413	TU0-4441
TU0-4444	712942	715242	+	EG12144 // EG12197	TU0-4444
TU0-4461	3275282	3276853	+	EG12522	TU0-4461
TU0-4462	2918045	2922100	-	G7445 // G7446 // G7447	TU0-4462
TU0-4482	765811	770611	+	EG13236 // EG13235	TU0-4482
TU0-4483	4313257	4313827	+	EG11827	TU0-4483
TU0-4501	182447	183620	+	EG12335	TU0-4501
TU0-4502	4313137	4312991	-	EG11957 // EG11958 // EG11959 // EG12458 // G7821	TU0-4502
TU0-4504	4313132	4312991	-	EG11957 // EG11958 // EG11959 // EG12458 // G7821	TU0-4504
TU0-45142	332043	333459	+	EG11236	TU0-45142
TU0-45143	583580	584430	+	EG10050	TU0-45143
TU0-45144	1923207	1923207	-	G7011 // G0-8883	TU0-45144
TU0-45145	1509275	1509924	+	G6749 // G0-10451	TU0-45145
TU0-45146	3361176	3361940	+	EG11514	TU0-45146
TU0-45147	1302806	1306768	+	EG10678 // EG10677 // EG10676 // EG10675	TU0-45147
TU0-45150	3168286	3168246	-	G7571	TU0-45150
TU0-45153	3168397	3168246	-	G7571	TU0-45153
TU0-45156	4126854	4127262	+	EG10889	TU0-45156
TU0-45157	3057009	3056949	-	G0-10631	TU0-45157
TU0-45158	3194701	3194825	+	G0-10630	TU0-45158
TU0-45160	3308698	3307933	-	EG10215 // G0-10651	TU0-45160
TU0-45163	1755600	1757110	+	EG10804	TU0-45163
TU0-45164	2313084	2313176	+	EG30063	TU0-45164
TU0-45165	4035239	4040636	+	EG30070 // EG30077 // EG30008 // EG30043 // EG30084	TU0-45165
TU0-45166	1215752	1216996	+	G6607 // G6606 // G6605 // G6604	TU0-45166
TU0-45167	2545793	2545609	-	G7262	TU0-45167
TU0-45168	3925674	3925633	-	EG10375 // EG10376	TU0-45168
TU0-45169	1335424	1338506	+	G0-16736 // EG11325	TU0-45169
TU0-45170	2509461	2509426	-	EG12957	TU0-45170
TU0-45171	1031984	1037634	+	EG10468 // EG10469 // EG10470 // EG10471 // EG10472 // EG10473	TU0-45171
TU0-45172	3055759	3056283	+	EG30099	TU0-45172
TU0-45173	3055759	3056789	+	EG11158 // EG30099	TU0-45173
TU0-45174	1109257	1113560	+	EG11886 // EG11885	TU0-45174
TU0-45175	1937544	1939091	+	EG10803	TU0-45175
TU0-45176	792081	792055	-	EG10363 // EG10366 // EG10362	TU0-45176
TU0-45177	792081	792055	-	EG10366 // EG10362	TU0-45177
TU0-45178	792081	792055	-	EG10362	TU0-45178
TU0-45179	792081	792055	-	EG11698 // EG10363 // EG10366 // EG10362	TU0-45179
TU0-45180	4370616	4372671	+	EG10599 // EG10600	TU0-45180
TU0-45181	1298413	1298121	-	EG10031	TU0-45181
TU0-45182	3354509	3361940	+	EG10403 // EG10404 // EG11514	TU0-45182
TU0-45183	1986238	1986128	-	EG10059 // EG10058 // EG10057	TU0-45183
TU0-45184	2167114	2167200	+	G0-8878	TU0-45184
TU0-45185	2167114	2167200	+	G0-8878	TU0-45185
TU0-45186	1011659	1015459	+	G6492 // G6491 // G6490	TU0-45186
TU0-45187	3882733	3882321	-	EG10828 // EG10242	TU0-45187
TU0-45188	3086577	3087860	+	EG10589	TU0-45188
TU0-45189	2908152	2907941	-	EG10258	TU0-45189
TU0-45190	77367	78799	+	G0-10617 // EG11754 // G0-9941	TU0-45190
TU0-45191	4414247	4415900	+	EG11811	TU0-45191
TU0-45192	2456999	2456812	-	G7211	TU0-45192
TU0-45193	1668591	1668564	-	G6851 // G6852	TU0-45193
TU0-45194	3658054	3658054	-	G0-10694	TU0-45194
TU0-45195	1064037	1063775	-	EG12194 // EG12193	TU0-45195
TU0-45196	3882348	3882321	-	EG10828 // EG10242	TU0-45196
TU0-45197	2665401	2666715	+	G7329	TU0-45197
TU0-45198	2731448	2731157	-	EG30075 // EG30082 // EG30035 // EG30089	TU0-45198
TU0-45199	3039851	3039743	-	EG10830 // EG11070 // EG11071	TU0-45199
TU0-45200	848950	848911	-	EG11415	TU0-45200
TU0-45201	1103335	1103196	-	G6543 // G6544 // G6545 // G6546	TU0-45201
TU0-45202	4097711	4099494	+	EG10843 // EG10842	TU0-45202
TU0-45203	4111569	4111507	-	EG11015	TU0-45203
TU0-45204	3910542	3910398	-	EG10735 // EG10783 // EG10782 // EG10784	TU0-45204
TU0-45205	911076	911049	-	EG10754	TU0-45205
TU0-45206	3880150	3880119	-	EG10424	TU0-45206
TU0-45207	2804563	2808124	+	EG10773 // EG10772 // EG10771	TU0-45207
TU0-45208	3646112	3647651	+	EG10412	TU0-45208
TU0-45209	3941516	3947067	+	EG30072 // EG30079 // EG30033 // EG30086	TU0-45209
TU0-4521	3578818	3578726	-	EG12630	TU0-4521
TU0-45210	705999	707978	+	EG10390	TU0-45210
TU0-45211	2545733	2548097	+	G7264 // G7263	TU0-45211
TU0-45212	2734205	2734173	-	EG10157	TU0-45212
TU0-45213	4455728	4457158	+	EG12440	TU0-45213
TU0-45214	3911568	3911525	-	EG10782 // EG10784 // EG10734	TU0-45214
TU0-45215	3911568	3911525	-	EG10734	TU0-45215
TU0-45216	3911568	3911525	-	EG10735 // EG10783 // EG10782 // EG10784 // EG10734	TU0-45216
TU0-45217	250880	253161	+	G6118 // G6117 // G6116 // G6115	TU0-45217
TU0-45218	3601003	3600783	-	EG10897	TU0-45218
TU0-45219	4556856	4557385	+	G0-16685 // G7923	TU0-45219
TU0-4522	3578862	3578726	-	EG12630	TU0-4522
TU0-45220	1937494	1939091	+	EG10803	TU0-45220
TU0-45221	2819373	2819146	-	EG11447	TU0-45221
TU0-45222	122034	129394	+	EG11088 // EG10024 // EG10025 // EG10543	TU0-45222
TU0-45223	1330789	1333645	+	EG11013	TU0-45223
TU0-45224	1103859	1105293	+	G6548 // G6547 // EG11489	TU0-45224
TU0-45225	4382412	4382318	-	EG10333 // EG10332 // EG10331 // EG10330	TU0-45225
TU0-45226	2524910	2524878	-	EG13159 // G85	TU0-45226
TU0-45227	3429047	3428762	-	EG30091 // EG30103 // EG30073 // EG30080 // EG30009 // EG30044 // EG30087	TU0-45227
TU0-45228	1119071	1119046	-	G6554 // EG11820	TU0-45228
TU0-45229	987092	986982	-	EG10671	TU0-45229
TU0-4523	3578880	3578726	-	EG12630	TU0-4523
TU0-45230	1343369	1343328	-	EG10679	TU0-45230
TU0-45231	1572072	1572045	-	G6786 // EG11490	TU0-45231
TU0-45232	2533501	2536380	+	EG10788 // EG10789 // EG10165	TU0-45232
TU0-45233	787670	787595	-	EG11699	TU0-45233
TU0-45234	4611153	4612001	+	EG11391	TU0-45234
TU0-45235	3957867	3957820	-	EG10503	TU0-45235
TU0-45236	4107474	4108732	+	EG10699	TU0-45236
TU0-45237	3908556	3908366	-	EG10735 // EG10783	TU0-45237
TU0-45238	2791172	2795653	+	EG11330 // EG10361 // EG11329	TU0-45238
TU0-45239	4107522	4108732	+	EG10699	TU0-45239
TU0-45240	63588	63264	-	EG11083	TU0-45240
TU0-45241	4287391	4287371	-	EG11942 // EG11943 // EG11448	TU0-45241
