bnumber	rank	strand	begin	end
b4751	1811	-	1901572	1901731
b1817	1812	+	1902047	1903019
b1818	1813	+	1903081	1903882
b1819	1814	+	1903894	1904746
b1820	1815	+	1904800	1905259
b1821	1816	+	1905687	1906254
b1822	1817	-	1906250	1907060
b1823	1818	-	1907225	1907435
b1824	1819	-	1907447	1907591
b1825	1820	-	1908260	1908548
b1826	1821	-	1908622	1908766
b4536	1822	+	1908924	1909164
b1827	1823	-	1909307	1910099
b1828	1824	+	1910275	1911649
b1829	1825	-	1911694	1912576
b1830	1826	-	1912767	1914816
b1831	1827	-	1914835	1915534
b1832	1828	-	1915630	1916128
b1833	1829	+	1916257	1917541
b1834	1830	+	1917509	1920143
b1835	1831	+	1920222	1921662
b1836	1832	+	1921779	1922016
b1837	1833	+	1922120	1922312
b1838	1834	-	1922312	1922969
b1839	1835	-	1923364	1923706
b1840	1836	-	1923718	1924591
b1841	1837	-	1924594	1924969
b1842	1838	+	1925107	1925338
b1843	1839	+	1925439	1926096
b1844	1840	+	1926119	1926782
b1845	1841	-	1926778	1928839
b1846	1842	-	1929047	1929707
b1847	1843	-	1930033	1930390
b1848	1844	-	1930456	1930747
b1849	1845	+	1930880	1932059
b1850	1846	-	1932114	1932756
b1851	1847	-	1932792	1934604
b1852	1848	-	1934838	1936314
b1853	1849	+	1936651	1937521
b1854	1850	+	1937648	1939091
b1855	1851	-	1939221	1940193
b1856	1852	-	1940312	1941635
b1857	1853	-	1941650	1942583
b1858	1854	+	1942661	1943417
b1859	1855	+	1943413	1944199
b1860	1856	-	1944345	1945356
b1861	1857	-	1945364	1945976
b4677	1858	-	1946114	1946180
b1862	1859	+	1946250	1946853
b1863	1860	-	1946854	1947376
b1864	1861	-	1947410	1948151
b1865	1862	-	1948179	1948632
b1866	1863	-	1948749	1950522
b1867	1864	+	1950831	1951398
b1868	1865	+	1951394	1952213
b1869	1866	+	1952265	1952661
b1870	1867	+	1952701	1953445
b1871	1868	+	1953441	1954413
b1872	1869	-	1954577	1957007
b1873	1870	-	1957031	1958132
b1874	1871	-	1958519	1959266
b1875	1872	-	1959279	1959846
b1876	1873	+	1960061	1961795
b4778	1874	-	1961836	1961881
b1877	1875	+	1961971	1962460
b1878	1876	-	1962579	1962972
b1879	1877	-	1962971	1965050
b1880	1878	-	1965042	1966191
b1881	1879	-	1966392	1967037
b1882	1880	-	1967047	1967437
b1883	1881	-	1967451	1968501
b1884	1882	-	1968503	1969364
b1885	1883	-	1969382	1970984
b1886	1884	-	1971029	1972691
b1887	1885	-	1972835	1973339
b1888	1886	-	1973359	1975324
b1888	1887	-	1973359	1975033
b1889	1888	-	1975328	1976255
b1890	1889	-	1976251	1977139
b1891	1890	-	1977265	1977844
b1892	1891	-	1977846	1978197
b1893	1892	-	1978517	1979021
b1894	1893	-	1978939	1979215
b1895	1894	+	1979752	1980181
b1896	1895	-	1980187	1981612
b1897	1896	-	1981586	1982387
b4460	1897	-	1982553	1983540
b1900	1898	-	1983554	1985069
b1901	1899	-	1985138	1986128
b1902	1900	+	1986924	1987428
b4537	1901	-	1987506	1987758
b4663	1902	-	1987872	1987959
b1904	1903	+	1988221	1988545
b1905	1904	+	1988715	1989213
b1906	1905	-	1989250	1989490
b1907	1906	+	1989680	1990892
b1908	1907	-	1990953	1991619
b1912	1908	-	1992268	1992817
b1913	1909	-	1992873	1994706
b1914	1910	-	1994702	1995359
b4752	1911	+	1995654	1995831
b1915	1912	+	1995817	1996042
b1916	1913	-	1996109	1996832
b1917	1914	-	1997061	1997814
b1918	1915	-	1997810	1998479
b1919	1916	-	1998493	1999480
b1920	1917	-	1999584	2000385
b1921	1918	-	2000472	2001024
b1922	1919	-	2001069	2001789
b1923	1920	-	2002109	2003606
b1924	1921	+	2003871	2005278
b1925	1922	+	2005302	2005713
b1926	1923	+	2005712	2006078
b1927	1924	+	2006155	2007643
b1928	1925	-	2007676	2008090
b1929	1926	+	2008276	2009482
b1930	1927	+	2009478	2009712
b1931	1928	+	2009820	2010489
b1932	1929	+	2010599	2011079
b1937	1930	-	2012699	2013014
b1938	1931	+	2013228	2014887
b1939	1932	+	2014879	2015875
b1940	1933	+	2015867	2016554
b1941	1934	+	2016553	2017927
b1942	1935	+	2017945	2018389
b1943	1936	+	2018385	2019513
b1944	1937	+	2019617	2020082
b1945	1938	+	2020086	2021091
b1946	1939	+	2021087	2021501
b1947	1940	+	2021503	2021869
b1948	1941	+	2021868	2022606
b1949	1942	+	2022615	2022885
b1950	1943	+	2022892	2023678
b1951	1944	+	2023967	2024591
b1952	1945	-	2024634	2024823
b1953	1946	+	2024985	2025213
b1955	1947	+	2025510	2026326
b1956	1948	-	2026322	2028017
b1957	1949	-	2028187	2028370
b1958	1950	-	2028448	2029366
b1959	1951	+	2029538	2030459
b1960	1952	-	2030447	2030918
b1961	1953	-	2030898	2032317
b1962	1954	-	2032383	2033079
b1963	1955	-	2033118	2033421
b1967	1956	+	2035834	2036686
b1968	1957	-	2036793	2038152
b1969	1958	-	2038151	2038823
b1970	1959	+	2038955	2039369
b1971	1960	+	2039477	2040482
b1972	1961	+	2040482	2041118
b1973	1962	+	2041374	2042025
b1974	1963	+	2042367	2042898
b1976	1964	+	2043650	2044448
b1978	1965	+	2044937	2052014
b1981	1966	+	2053642	2054959
b1982	1967	+	2055060	2056515
b1983	1968	+	2056857	2057574
b1985	1969	-	2058202	2059846
b1987	1970	-	2059963	2060914
b1988	1971	-	2061015	2061933
b1990	1972	-	2062390	2063323
b1991	1973	-	2063387	2064467
b1992	1974	-	2064478	2065222
b1993	1975	-	2065218	2065764
b1994	1976	-	2066304	2067285
b4582	1977	+	2068634	2068940
b1996	1978	-	2068951	2069857
b1997	1979	-	2069814	2070180
b2000	1980	+	2071538	2074658
b2001	1981	+	2074778	2076311
b2002	1982	+	2076307	2076754
b2003	1983	+	2076816	2077038
b2004	1984	+	2077111	2077480
b2005	1985	+	2077568	2077943
b2006	1986	+	2077939	2078134
b4538	1987	+	2078574	2078931
b2007	1988	-	2079031	2079361
b4818	1989	-	2079426	2079477
b2008	1990	-	2079532	2080591
b2009	1991	-	2080788	2081262
b2010	1992	-	2081380	2082547
b2011	1993	+	2082755	2084183
b2012	1994	-	2084225	2084453
b2013	1995	-	2084466	2085525
b2014	1996	-	2085703	2087062
b4678	1997	-	2087051	2087114
b2015	1998	-	2087328	2088258
b2016	1999	-	2088303	2089128
b4539	2000	-	2089210	2089465
b2017	2001	-	2089461	2089713
b2018	2002	+	2089995	2090046
b2019	2003	+	2090191	2091091
b2020	2004	+	2091096	2092401
b2021	2005	+	2092397	2093468
b2022	2006	+	2093467	2094535
b2023	2007	+	2094534	2095125
b2024	2008	+	2095124	2095862
b2025	2009	+	2095843	2096620
b2026	2010	+	2096613	2097225
b2027	2011	-	2097320	2098301
b2028	2012	-	2098446	2099613
b2029	2013	-	2099861	2101268
b4571	2014	-	2102943	2103389
b2030	2015	-	2101894	2102875
b2032	2016	-	2103390	2104509
b2033	2017	-	2104493	2105084
b2034	2018	-	2105064	2106057
b2035	2019	-	2106059	2107226
b2036	2020	-	2107225	2108329
b2037	2021	-	2108336	2109584
b2038	2022	-	2109580	2110138
b2039	2023	-	2110137	2111019
b2040	2024	-	2111076	2111976
b2041	2025	-	2111975	2113061
b2042	2026	-	2113433	2114327
b2043	2027	-	2114501	2115896
b2044	2028	-	2115906	2117127
b2045	2029	-	2117123	2118404
b2046	2030	-	2118679	2120158
b2047	2031	-	2120159	2121554
b2048	2032	-	2121608	2122979
b2049	2033	-	2123083	2124520
b2050	2034	-	2124522	2125746
b2051	2035	-	2125742	2126222
b2052	2036	-	2126224	2127190
b2053	2037	-	2127192	2128314
b2054	2038	-	2128339	2128888
b2055	2039	-	2128903	2129650
b2056	2040	-	2129660	2130878
b2057	2041	-	2130852	2132070
b2058	2042	-	2132066	2132555
b2059	2043	-	2132557	2133397
b2060	2044	-	2133489	2135652
b2061	2045	-	2135654	2136098
b2062	2046	-	2136103	2137243
b2063	2047	+	2137901	2139485
b2064	2048	-	2139758	2141612
b2065	2049	-	2141633	2142215
b2066	2050	-	2142306	2142948
b2067	2051	+	2143265	2146583
b2068	2052	-	2146691	2147540
b2069	2053	+	2147673	2149026
b2070	2054	-	2149038	2150985
b2071	2055	+	2151184	2151646
b2072	2056	-	2151710	2152472
b2073	2057	-	2152468	2153128
b4667	2058	-	2153348	2153408
b4668	2059	-	2153680	2153737
b2074	2060	+	2154015	2155263
b2075	2061	+	2155262	2158385
b2076	2062	+	2158385	2161463
b2077	2063	+	2161463	2162879
b2078	2064	+	2162875	2164279
b2079	2065	+	2164275	2164998
b2080	2066	+	2165188	2165521
b2081	2067	+	2165667	2167029
b2082	2068	-	2167301	2167520
b2085	2069	-	2167988	2168306
b2086	2070	+	2168711	2169611
b4498	2071	-	2171428	2171727
b2088	2072	+	2170235	2170535
b2089	2073	+	2170531	2171398
b2091	2074	-	2171832	2172873
b2093	2075	-	2174281	2174566
b2094	2076	-	2174596	2175049
b2095	2077	-	2175058	2176321
b2096	2078	-	2176349	2177204
b2097	2079	-	2177511	2178564
b2098	2080	+	2178820	2180098
b2099	2081	+	2180094	2181099
b2100	2082	+	2181095	2182061
b2101	2083	-	2182034	2182781
b2102	2084	-	2182832	2183651
b2103	2085	-	2183715	2184516
b2104	2086	-	2184512	2185301
b2105	2087	-	2185523	2185796
b2106	2088	+	2185916	2186741
b2107	2089	+	2186959	2187298
b2108	2090	-	2187379	2188414
b2109	2091	-	2188429	2190910
b2110	2092	-	2190925	2191645
b2111	2093	-	2191679	2192222
b2112	2094	-	2192514	2192796
b2113	2095	-	2193058	2194168
b2114	2096	+	2194299	2196333
b2115	2097	+	2196473	2197298
b2118	2098	+	2200278	2203911
b4541	2099	+	2203971	2204289
b2119	2100	+	2204595	2205684
b2120	2101	+	2205694	2207974
b2121	2102	+	2207966	2209103
b2122	2103	+	2209099	2210944
b2123	2104	+	2211224	2211686
b2124	2105	-	2211725	2212196
b2125	2106	-	2212242	2212962
b2126	2107	-	2212958	2214644
b2127	2108	+	2214865	2215597
b4542	2109	+	2215656	2215764
b2128	2110	-	2215744	2216476
b2129	2111	-	2216480	2217407
b2130	2112	-	2217399	2218557
b2131	2113	-	2218563	2219481
b2132	2114	-	2219691	2221989
b2133	2115	+	2222184	2223900
b2134	2116	-	2223937	2224870
b2135	2117	-	2225043	2225631
b2136	2118	+	2225800	2226379
b2137	2119	-	2226508	2227270
b4679	2120	+	2228981	2229065
b2140	2121	-	2229437	2230385
b2141	2122	+	2230623	2231022
b2142	2123	+	2231018	2231714
b2143	2124	+	2231843	2232728
b2144	2125	+	2232877	2233597
b2145	2126	+	2233599	2233839
b2146	2127	+	2234032	2235271
b2147	2128	+	2235264	2236500
b2148	2129	-	2236742	2237753
b2149	2130	-	2237768	2239289
b2150	2131	-	2239349	2240348
b2151	2132	-	2240627	2241668
b2152	2133	-	2241809	2242967
b2153	2134	-	2242983	2243652
b2154	2135	+	2243909	2244746
b2155	2136	-	2244777	2246769
b2156	2137	-	2247062	2248532
b2157	2138	-	2248736	2249618
b2158	2139	+	2249716	2250766
b2159	2140	+	2250839	2251697
b2160	2141	+	2251699	2252788
b2161	2142	-	2252894	2254145
b2162	2143	-	2254244	2255186
b2163	2144	+	2255354	2256014
b2164	2145	-	2256084	2257335
b2165	2146	-	2257428	2258367
b2166	2147	-	2258354	2259296
b2167	2148	-	2259718	2261410
b2168	2149	-	2261426	2262365
b2169	2150	-	2262364	2263495
b2170	2151	+	2263862	2265044
b4502	2152	-	2265040	2265295
b2171	2153	+	2265449	2266022
b2172	2154	+	2266244	2267711
b2173	2155	+	2267828	2268815
b2174	2156	+	2268853	2269567
b2175	2157	+	2269978	2270545
b2176	2158	+	2270725	2272282
b2177	2159	+	2272363	2274178
b2178	2160	+	2274178	2275273
b2179	2161	+	2275272	2276298
b2180	2162	+	2276299	2277889
b2181	2163	-	2277892	2278237
b2182	2164	-	2278569	2279760
b2183	2165	-	2279787	2280483
b2184	2166	+	2280631	2282392
b2185	2167	+	2282516	2282801
b2186	2168	-	2282939	2283947
b2187	2169	+	2284128	2284356
b2188	2170	+	2284375	2286136
b2190	2171	-	2290113	2290180
b2192	2172	-	2289064	2290045
b2193	2173	+	2290499	2291147
b2194	2174	-	2291357	2292410
b2195	2175	-	2292406	2292964
b2196	2176	-	2292960	2294904
b2197	2177	-	2294900	2295380
b2198	2178	-	2295376	2295586
b2199	2179	-	2295582	2296320
b2200	2180	-	2296361	2297024
b2201	2181	-	2297020	2297644
b2202	2182	-	2297656	2298259
b2203	2183	-	2298268	2298718
b2204	2184	-	2298714	2299578
b2205	2185	-	2299564	2300260
b2206	2186	-	2300266	2302753
b2207	2187	-	2302749	2303013
b2208	2188	-	2303002	2303497
b4604	2189	+	2303605	2303770
b2209	2190	+	2303904	2304393
b2210	2191	-	2305107	2306754
b2211	2192	-	2306971	2308615
b2212	2193	-	2308690	2309341
b2213	2194	-	2309340	2310405
b2214	2195	-	2310478	2311534
b2215	2196	-	2311645	2312749
b2216	2197	+	2313487	2316160
b2217	2198	+	2316176	2316827
b2218	2199	-	2317026	2319876
b2219	2200	+	2320042	2321869
b2220	2201	+	2321865	2323251
b2221	2202	+	2323446	2324109
b2222	2203	+	2324108	2324759
b2223	2204	+	2324755	2326078
b2224	2205	+	2326108	2327293
b2225	2206	-	2327366	2328143
b2226	2207	-	2328147	2329797
b2229	2208	-	2334335	2334959
b2230	2209	-	2334955	2336644
b2231	2210	-	2336792	2339420
b2232	2211	+	2339566	2340289
b2233	2212	-	2340416	2344169
b4605	2213	-	2344593	2344737
b2234	2214	+	2344864	2347150
b4779	2215	-	2347349	2347385
b2235	2216	+	2347383	2348514
b2236	2217	+	2348513	2348768
b2237	2218	-	2348821	2349472
b2239	2219	-	2349934	2351011
b2240	2220	-	2351015	2352374
b2241	2221	+	2352646	2354275
b2242	2222	+	2354264	2355524
b2243	2223	+	2355520	2356711
b2244	2224	+	2356903	2357803
b2245	2225	-	2358041	2358845
b2246	2226	-	2358862	2360152
b2247	2227	-	2360208	2361414
b2248	2228	-	2361428	2362211
b2249	2229	-	2362430	2363633
b2250	2230	-	2363732	2364275
b2251	2231	+	2364553	2364979
b2252	2232	-	2365017	2365620
b2253	2233	+	2365909	2367067
b2254	2234	+	2367070	2368039
b2255	2235	+	2368038	2370021
b2256	2236	+	2370017	2370908
b2257	2237	+	2370907	2372560
b4544	2238	+	2372556	2372892
b2258	2239	+	2372891	2373278
b2259	2240	-	2373271	2373538
b2260	2241	-	2373647	2375003
b2261	2242	-	2374999	2375962
b2262	2243	-	2375961	2376819
b2263	2244	-	2376833	2377592
b2264	2245	-	2377588	2379259
b2265	2246	-	2379347	2380643
b2266	2247	-	2380721	2381027
b2267	2248	-	2381081	2381543
b2268	2249	+	2381607	2382525
b2269	2250	+	2382712	2383924
b2270	2251	-	2383994	2385722
b2271	2252	+	2385859	2386831
b2272	2253	+	2386933	2387437
b2273	2254	-	2387709	2388426
b2274	2255	+	2388634	2389057
b2275	2256	+	2389115	2389964
b2276	2257	-	2390047	2391505
b2277	2258	-	2391511	2393041
b2278	2259	-	2393204	2395046
b2279	2260	-	2395042	2395345
b2280	2261	-	2395341	2395896
b2281	2262	-	2395907	2396450
b2282	2263	-	2396464	2397442
b2283	2264	-	2397438	2400165
b2284	2265	-	2400217	2401555
b2285	2266	-	2401551	2402052
b2286	2267	-	2402054	2403845
b2287	2268	-	2403950	2404613
b2288	2269	-	2404628	2405072
b2289	2270	-	2405702	2406641
b2290	2271	+	2407560	2408778
b2291	2272	+	2408861	2409461
b2292	2273	-	2409519	2411352
b2293	2274	-	2411438	2412089
b2294	2275	-	2412099	2412594
b2295	2276	-	2412676	2413132
b2296	2277	+	2413469	2414672
b2297	2278	+	2414746	2416891
b2298	2279	+	2417080	2418601
b2299	2280	-	2418633	2419176
b2300	2281	-	2419233	2419788
b2301	2282	-	2419840	2420485
b2302	2283	+	2420620	2421268
b2303	2284	+	2421324	2421687
b2304	2285	+	2421707	2422601
b2305	2286	-	2422648	2423539
b2306	2287	-	2423735	2424509
b2307	2288	-	2424516	2425233
b2308	2289	-	2425229	2425916
b2309	2290	-	2426005	2426788
b2310	2291	-	2427008	2427791
b2311	2292	-	2428056	2428626
b2312	2293	-	2428720	2430238
b2313	2294	-	2430274	2430763
b2314	2295	-	2431021	2431684
b2315	2296	-	2431673	2432942
b2316	2297	-	2433011	2433926
b2317	2298	-	2434081	2434741
b2318	2299	-	2434823	2435636
b2319	2300	-	2435635	2436649
b2320	2301	-	2436714	2437851
b2321	2302	+	2437949	2438945
b2322	2303	-	2438941	2440120
b2323	2304	-	2440384	2441605
b2324	2305	+	2441763	2443770
b2325	2306	-	2443890	2444169
b2326	2307	-	2444202	2444751
b2327	2308	-	2444750	2445560
b2328	2309	-	2445559	2446384
b2329	2310	-	2446387	2447473
b2330	2311	-	2447507	2448440
b2331	2312	+	2448605	2449157
b2332	2313	-	2449227	2450049
b2333	2314	-	2450050	2450590
b2334	2315	-	2450586	2451075
b2335	2316	-	2451071	2451584
b2336	2317	-	2451583	2452336
b2339	2318	-	2455082	2455646
b2340	2319	-	2456326	2456812
b2341	2320	-	2457014	2459159
b2342	2321	-	2459158	2460469
b2343	2322	-	2460649	2460934
b2344	2323	+	2461305	2462646
b2345	2324	+	2463011	2464070
b2346	2325	-	2464251	2465007
b2347	2326	+	2465300	2466233
b2349	2327	+	2466544	2467702
b2350	2328	+	2467854	2468217
b2351	2329	+	2468213	2469134
b2352	2330	+	2469130	2470462
b4780	2331	-	2470496	2470643
b2354	2332	-	2471076	2471517
b2356	2333	-	2472111	2472387
b2357	2334	-	2472386	2472881
b2358	2335	-	2472877	2473246
b2359	2336	+	2473603	2473966
b2360	2337	+	2474031	2474856
b2361	2338	+	2474983	2475520
b2362	2339	+	2475510	2475873
b2363	2340	+	2475872	2476178
b4545	2341	+	2476093	2476234
b4501	2342	+	2476309	2476510
b2364	2343	-	2476693	2477629
b2365	2344	+	2477846	2479184
b2366	2345	+	2479201	2480530
b2367	2346	-	2480637	2482176
b2368	2347	-	2482175	2483339
b4781	2348	+	2483728	2483758
b2369	2349	+	2483754	2484369
b2370	2350	+	2484373	2487967
b2371	2351	-	2488022	2489168
b2372	2352	-	2489241	2490186
b2373	2353	-	2490255	2491950
b2374	2354	-	2492003	2493254
b2375	2355	-	2493766	2494402
b2376	2356	+	2494697	2494973
b2377	2357	-	2495049	2495292
b2378	2358	+	2495644	2496565
b4680	2359	+	2496920	2496992
b2379	2360	-	2497056	2498295
b2380	2361	+	2498670	2500368
b2381	2362	+	2500382	2501117
b2382	2363	+	2501129	2501987
b2383	2364	-	2501989	2504485
b2384	2365	-	2504509	2505547
b2385	2366	-	2505546	2506632
b2386	2367	-	2506646	2507894
b2387	2368	-	2507915	2508242
b2388	2369	-	2508460	2509426
b2389	2370	+	2509629	2510886
b2390	2371	+	2511000	2511327
b2392	2372	-	2511467	2512706
b4819	2373	-	2512686	2512776
b2393	2374	+	2513041	2514244
b2394	2375	+	2514330	2515443
b2395	2376	-	2515642	2517832
b2398	2377	+	2518466	2518811
b2399	2378	+	2518812	2519205
b2400	2379	-	2519256	2520672
b2405	2380	-	2521592	2522477
b2406	2381	-	2522728	2523985
b2407	2382	-	2524044	2524878
b2408	2383	+	2525126	2525891
b2409	2384	-	2525929	2526856
b2410	2385	+	2526945	2527944
b4546	2386	-	2527940	2528159
b2411	2387	-	2528160	2530176
b2412	2388	-	2530246	2531233
b2413	2389	+	2531462	2532224
b2414	2390	+	2532408	2533380
b2415	2391	+	2533763	2534021
b2416	2392	+	2534065	2535793
b2417	2393	+	2535833	2536343
b2418	2394	-	2536385	2537237
b2419	2395	+	2537341	2537716
b2420	2396	+	2537748	2538483
b2421	2397	-	2538671	2539583
b2422	2398	-	2539716	2540814
b2423	2399	-	2540803	2541679
b2424	2400	-	2541678	2542512
b2425	2401	-	2542511	2543528
b2426	2402	-	2543831	2544623
b2427	2403	-	2544751	2545609
b2428	2404	+	2545772	2546669
b2429	2405	+	2546672	2548097
b2430	2406	+	2548101	2549406
b2431	2407	-	2549645	2550545
b2432	2408	-	2550640	2551216
b2433	2409	-	2551276	2551726
b2434	2410	-	2551712	2552138
b2435	2411	+	2552351	2553221
b2436	2412	+	2553224	2554124
b2437	2413	-	2554129	2555182
b2438	2414	-	2555227	2555728
b2439	2415	-	2555740	2556400
b2440	2416	-	2556409	2557297
b2441	2417	-	2557317	2558679
b2442	2418	+	2558857	2560066
b2443	2419	+	2560256	2560898
b2444	2420	+	2561367	2561613
b2445	2421	+	2561624	2561993
b2446	2422	+	2562110	2562527
b2447	2423	+	2562523	2563117
b2448	2424	+	2563591	2563969
b2449	2425	+	2563979	2564372
b2450	2426	+	2564522	2565332
b2451	2427	-	2565480	2566884
b2452	2428	-	2566880	2568107
b2453	2429	-	2568323	2569511
b2454	2430	-	2569500	2570337
b2455	2431	-	2570347	2571751
b2456	2432	-	2571762	2572050
b2457	2433	-	2572156	2572450
b2458	2434	-	2572488	2573505
b2459	2435	-	2573501	2574305
b2460	2436	-	2574301	2575003
b2461	2437	-	2574977	2575457
b2462	2438	-	2575469	2575805
b2463	2439	-	2576097	2578377
b2464	2440	+	2578665	2579616
b2465	2441	+	2579635	2581639
b2466	2442	-	2581733	2582777
b2467	2443	-	2582902	2583478
b2468	2444	-	2583545	2585525
b2469	2445	+	2585730	2587431
b2470	2446	+	2587594	2590708
b4606	2447	-	2590806	2590866
b2471	2448	+	2591246	2591603
b2472	2449	+	2591606	2592734
b4547	2450	+	2592761	2592962
b2473	2451	-	2593071	2593770
b2474	2452	-	2593843	2595859
b2475	2453	-	2595873	2596737
b2476	2454	-	2596904	2597618
b2477	2455	-	2597830	2598865
b2478	2456	-	2598881	2599760
b2479	2457	+	2599905	2600478
b2480	2458	+	2600477	2600948
b2481	2459	+	2601200	2601818
b2482	2460	+	2601817	2603836
b2483	2461	+	2603846	2604794
b2484	2462	+	2604810	2606250
b2485	2463	+	2606261	2606912
b2486	2464	+	2606916	2608497
b2487	2465	+	2608486	2610154
b2488	2466	+	2610163	2610709
b2489	2467	+	2610705	2611464
b2490	2468	+	2611456	2611870
b2491	2469	+	2611899	2613912
b2492	2470	+	2613933	2614782
b2493	2471	-	2614819	2615881
b2494	2472	+	2616093	2617557
b2495	2473	+	2617577	2617937
b2496	2474	-	2618074	2618776
b2497	2475	-	2618870	2620160
b2498	2476	-	2620245	2620872
b2499	2477	+	2621196	2622234
b2500	2478	+	2622233	2622872
b2501	2479	+	2623043	2625110
b2502	2480	+	2625114	2626656
b2503	2481	-	2626694	2628938
b2504	2482	+	2629289	2629481
b2505	2483	+	2629791	2630310
b2506	2484	+	2630325	2630865
b2507	2485	-	2630957	2632535
b2508	2486	-	2632603	2634070
b2509	2487	+	2634231	2635602
b2510	2488	-	2635598	2635814
b2511	2489	-	2635883	2637356
b2512	2490	-	2637473	2638652
b2513	2491	-	2638662	2639283
b2514	2492	-	2639300	2640575
b2515	2493	-	2640685	2641804
b2516	2494	-	2641830	2642844
b2517	2495	-	2643128	2644283
b2518	2496	-	2644432	2644864
b2519	2497	-	2645012	2647325
b2520	2498	-	2647325	2652287
b2521	2499	+	2652493	2653339
b4812	2500	+	2654000	2654126
b2522	2501	-	2654156	2654933
b2523	2502	-	2655074	2656358
b2524	2503	-	2656535	2656736
b2525	2504	-	2656747	2657083
b2526	2505	-	2657084	2658935
b2527	2506	-	2658951	2659467
b2528	2507	-	2659562	2659886
b2529	2508	-	2659902	2660289
b2530	2509	-	2660316	2661531
b2531	2510	-	2661642	2662131
b2532	2511	-	2662582	2663323
b2533	2512	+	2663441	2664245
b2534	2513	+	2664389	2665244
b2535	2514	+	2665434	2666715
b2536	2515	-	2666706	2667846
b2537	2516	-	2668005	2668896
b4706	2517	-	2668005	2668071
b2538	2518	+	2669031	2670393
b2539	2519	+	2670389	2670908
b2540	2520	+	2670907	2671228
b2541	2521	+	2671224	2672037
b2542	2522	+	2672046	2673249
b2543	2523	+	2673345	2673768
b2544	2524	-	2673815	2674688
b2545	2525	-	2674699	2675761
b2546	2526	-	2675826	2676825
b2547	2527	-	2676849	2678361
b2548	2528	-	2678383	2679367
b2549	2529	-	2679463	2682745
b2550	2530	+	2682862	2684056
b2551	2531	-	2684253	2685507
b2552	2532	+	2685834	2687025
b2553	2533	-	2687069	2687408
b2554	2534	-	2687468	2688803
b2555	2535	-	2688792	2689506
b2556	2536	-	2689670	2691098
b2557	2537	-	2691655	2695543
b2558	2538	+	2695800	2697357
b2559	2539	-	2697353	2697857
b2560	2540	-	2697914	2698550
b2561	2541	+	2698758	2699607
b2562	2542	+	2699662	2699923
b4687	2543	-	2700116	2700197
b2563	2544	-	2700617	2700998
b2564	2545	-	2700997	2701729
b2565	2546	-	2701740	2702469
b2566	2547	-	2702480	2703386
b2567	2548	-	2703382	2704063
b2568	2549	-	2704334	2705309
b2569	2550	-	2705324	2707124
b2570	2551	-	2707321	2707801
b2571	2552	-	2707797	2708754
b2572	2553	-	2708753	2709404
b2573	2554	-	2709436	2710012
b4725	2555	-	2710008	2710164
b2574	2556	+	2710419	2712042
b2575	2557	-	2712026	2712764
b2576	2558	+	2712895	2714230
b2577	2559	-	2714438	2715320
b2578	2560	+	2715422	2716010
b2579	2561	-	2716065	2716449
b2580	2562	+	2716753	2717443
b2581	2563	-	2717490	2718528
b2582	2564	+	2718734	2719154
b2583	2565	+	2719222	2719921
b2584	2566	+	2719952	2722613
b4782	2567	+	2722701	2722743
b2585	2568	+	2722726	2724082
b2586	2569	+	2724127	2724451
b2587	2570	-	2724447	2725746
b4783	2571	+	2725924	2725987
b2592	2572	-	2731599	2734173
b2592	2573	-	2731599	2733729
b2593	2574	-	2734302	2735034
b2594	2575	-	2735030	2736011
b2595	2576	+	2736145	2736883
b2597	2577	+	2737153	2737495
b2598	2578	+	2737598	2737646
b2599	2579	+	2737744	2738905
b2600	2580	-	2738947	2740069
b2601	2581	-	2740079	2741150
b2602	2582	+	2741359	2741725
b2603	2583	+	2741874	2742393
b2604	2584	+	2742382	2743609
b2605	2585	+	2743624	2744107
b2606	2586	-	2744182	2744530
b2607	2587	-	2744571	2745339
b2608	2588	-	2745369	2745918
b2609	2589	-	2745936	2746185
b2610	2590	-	2746433	2747795
b2611	2591	+	2747961	2748753
b4461	2592	+	2748773	2750060
b2614	2593	-	2750114	2750708
b2615	2594	+	2750830	2751709
b2616	2595	+	2751794	2753456
b2617	2596	+	2753604	2753946
b2618	2597	-	2754007	2754298
b2619	2598	-	2754287	2754764
b2620	2599	+	2754895	2755378
b2622	2600	+	2756158	2757400
b2623	2601	-	2757643	2758600
b2624	2602	+	2758643	2758856
b2625	2603	+	2758984	2760394
b2626	2604	+	2760546	2761173
b2627	2605	-	2761350	2763540
b2628	2606	-	2763536	2765153
b2629	2607	-	2765512	2765776
b2630	2608	+	2765917	2766991
b2631	2609	+	2766983	2767355
b2632	2610	+	2767709	2768573
b2633	2611	+	2768664	2769486
b2634	2612	+	2769702	2770404
b2635	2613	+	2770444	2770681
b2636	2614	+	2770680	2771124
b2637	2615	+	2771147	2771615
b2638	2616	-	2771839	2772154
b2642	2617	+	2773317	2775021
b2643	2618	+	2775918	2776377
b2644	2619	+	2776385	2776868
b4548	2620	+	2776876	2777077
b2645	2621	+	2777114	2777432
b2646	2622	+	2777452	2777782
b2647	2623	-	2778145	2782726
b2649	2624	-	2783637	2784429
b2650	2625	-	2784528	2785011
b2659	2626	+	2788984	2789962
b2660	2627	+	2789981	2791250
b2661	2628	+	2791272	2792721
b2662	2629	+	2792734	2794015
b2663	2630	+	2794252	2795653
b2664	2631	+	2795673	2796336
b2665	2632	-	2796336	2796786
